regionCd,regionNm,YEARMONTH,volume
48000,경남,201310,7832
48000,경남,201311,8610
48000,경남,201312,10953
48000,경남,201401,7984
48000,경남,201402,7925
48000,경남,201403,7495
48000,경남,201404,7885
48000,경남,201405,7973
48000,경남,201406,7496
48000,경남,201407,7295
48000,경남,201408,7671
48000,경남,201409,7908
48000,경남,201410,10242
48000,경남,201411,6968
48000,경남,201412,9941
48000,경남,201501,8045
48000,경남,201502,7020
48000,경남,201503,8356
48000,경남,201504,8615
48000,경남,201505,7299
48000,경남,201506,7728
48000,경남,201507,7463
48000,경남,201508,5666
48000,경남,201509,5398
48000,경남,201510,8251
48000,경남,201511,9514
48000,경남,201512,9808
48000,경남,201601,7174
48000,경남,201602,5136
48000,경남,201603,5409
48000,경남,201604,6262
48000,경남,201605,5598
48000,경남,201606,8330
48000,경남,201607,6033
48000,경남,201608,6763
48000,경남,201609,5835
48000,경남,201610,7705
48000,경남,201611,7869
48000,경남,201612,6738
48000,경남,201701,6280
48000,경남,201702,6454
48000,경남,201703,7420
48000,경남,201704,6586
48000,경남,201705,10481
48000,경남,201706,10322
48000,경남,201707,9665
48000,경남,201708,10931
48000,경남,201709,8636
48000,경남,201710,5319
48000,경남,201711,6229
48000,경남,201712,5390
48000,경남,201801,7021
48000,경남,201802,5839
48000,경남,201803,5757
48000,경남,201804,5253
48000,경남,201805,4798
48000,경남,201806,5096
48000,경남,201807,6484
48000,경남,201808,4293
48000,경남,201809,3679
48000,경남,201810,4944
48000,경남,201811,4737
48000,경남,201812,5074
48000,경남,201901,5339
48000,경남,201902,5760
48000,경남,201903,6902
50000,제주,200601,
50000,제주,200602,
50000,제주,200603,
50000,제주,200604,
50000,제주,200605,
50000,제주,200606,
50000,제주,200607,124
50000,제주,200608,135
50000,제주,200609,277
50000,제주,200610,317
50000,제주,200611,804
50000,제주,200612,388
50000,제주,200701,571
50000,제주,200702,336
50000,제주,200703,232
50000,제주,200704,183
50000,제주,200705,690
50000,제주,200706,171
50000,제주,200707,199
50000,제주,200708,164
50000,제주,200709,107
50000,제주,200710,237
50000,제주,200711,204
50000,제주,200712,281
50000,제주,200801,513
50000,제주,200802,275
50000,제주,200803,224
50000,제주,200804,189
50000,제주,200805,168
50000,제주,200806,176
50000,제주,200807,412
50000,제주,200808,467
50000,제주,200809,198
50000,제주,200810,218
50000,제주,200811,207
50000,제주,200812,241
50000,제주,200901,400
50000,제주,200902,365
50000,제주,200903,204
50000,제주,200904,234
50000,제주,200905,148
50000,제주,200906,170
50000,제주,200907,164
50000,제주,200908,212
50000,제주,200909,211
50000,제주,200910,204
50000,제주,200911,248
50000,제주,200912,386
50000,제주,201001,477
50000,제주,201002,452
50000,제주,201003,299
50000,제주,201004,338
50000,제주,201005,205
50000,제주,201006,249
50000,제주,201007,154
50000,제주,201008,204
50000,제주,201009,199
50000,제주,201010,339
50000,제주,201011,420
50000,제주,201012,2051
50000,제주,201101,998
50000,제주,201102,666
50000,제주,201103,660
50000,제주,201104,370
50000,제주,201105,254
50000,제주,201106,200
50000,제주,201107,197
50000,제주,201108,256
50000,제주,201109,196
50000,제주,201110,262
50000,제주,201111,952
50000,제주,201112,1077
50000,제주,201201,794
50000,제주,201202,631
50000,제주,201203,315
50000,제주,201204,337
50000,제주,201205,446
50000,제주,201206,354
50000,제주,201207,343
50000,제주,201208,384
50000,제주,201209,293
50000,제주,201210,458
50000,제주,201211,451
50000,제주,201212,973
50000,제주,201301,512
50000,제주,201302,526
50000,제주,201303,634
50000,제주,201304,466
50000,제주,201305,443
50000,제주,201306,640
50000,제주,201307,411
50000,제주,201308,405
50000,제주,201309,307
50000,제주,201310,776
50000,제주,201311,572
50000,제주,201312,832
50000,제주,201401,936
50000,제주,201402,690
50000,제주,201403,473
50000,제주,201404,447
50000,제주,201405,327
50000,제주,201406,340
50000,제주,201407,453
50000,제주,201408,496
50000,제주,201409,763
50000,제주,201410,730
50000,제주,201411,463
50000,제주,201412,865
50000,제주,201501,1023
50000,제주,201502,664
50000,제주,201503,587
50000,제주,201504,452
50000,제주,201505,411
50000,제주,201506,568
50000,제주,201507,541
50000,제주,201508,662
50000,제주,201509,923
50000,제주,201510,919
50000,제주,201511,1005
50000,제주,201512,890
50000,제주,201601,850
50000,제주,201602,710
50000,제주,201603,681
50000,제주,201604,1042
50000,제주,201605,577
50000,제주,201606,748
50000,제주,201607,601
50000,제주,201608,544
50000,제주,201609,480
50000,제주,201610,452
50000,제주,201611,695
50000,제주,201612,775
50000,제주,201701,824
50000,제주,201702,759
50000,제주,201703,661
50000,제주,201704,623
50000,제주,201705,468
50000,제주,201706,528
50000,제주,201707,427
50000,제주,201708,469
50000,제주,201709,547
50000,제주,201710,444
50000,제주,201711,648
50000,제주,201712,692
50000,제주,201801,570
50000,제주,201802,622
50000,제주,201803,602
50000,제주,201804,605
50000,제주,201805,410
50000,제주,201806,823
50000,제주,201807,716
50000,제주,201808,501
50000,제주,201809,328
50000,제주,201810,457
50000,제주,201811,455
50000,제주,201812,478
50000,제주,201901,701
50000,제주,201902,516
50000,제주,201903,323
